PlayerID	PlayerTrueName	Team	MinOnCourt	PossForOnCourt	PossOppOnCourt	PointsForOnCourt	PointsOppOnCourt	OffRtgOnCourt	DefRtgOnCourt	OverallRtgOnCourt	ORebForOnCourt	ORebOppOnCourt	DRebForOnCourt	DRebOppOnCourt	ORebRateOnCourt	DRebRateOnCourt	MinOffCourt	PossForOffCourt	PossOppOffCourt	PointsForOffCourt	PointsOppOffCourt	OffRtgOffCourt	DefRtgOffCourt	OverallRtgOffCourt	ORebForOffCourt	ORebOppOffCourt	DRebForOffCourt	DRebOppOffCourt	ORebRateOffCourt	DRebRateOffCourt	OverallRtgOnCourtMinusOffCourt	ORebRateOnCourtMinusOffCourt	DRebRateOnCourtMinusOffCourt
34	Hilario, Nene	DEN	499.1000	965	961	1122	1016	116.2694	105.7232	10.5462	151	151	341	329	0.3146	0.6931	220.9000	425	426	511	470	120.2353	110.3286	9.9067	80	75	144	148	0.3509	0.6575	0.6395	-0.0363	0.0356
37	Oberto, Fabricio	SAS	21.5833	35	35	37	30	105.7143	85.7143	20.0000	4	6	14	15	0.2105	0.7000	218.4167	398	397	415	452	104.2714	113.8539	-9.5825	59	53	139	154	0.2770	0.7240	29.5825	-0.0665	-0.0240
51	Magloire, Jamaal	MIA	47.4833	83	90	83	109	100.0000	121.1111	-21.1111	17	18	28	30	0.3617	0.6087	288.5167	501	496	534	502	106.5868	101.2097	5.3771	70	92	195	172	0.2893	0.6794	-26.4882	0.0724	-0.0707
52	Iguodala, Andre	PHI	268.6333	496	495	494	527	99.5968	106.4646	-6.8679	70	80	179	183	0.2767	0.6911	19.3667	36	36	37	50	102.7778	138.8889	-36.1111	4	6	10	12	0.2500	0.6250	29.2432	0.0267	0.0661
54	Korver, Kyle	UTA	136.2167	268	265	284	297	105.9701	112.0755	-6.1053	53	38	94	100	0.3464	0.7121	103.7833	203	206	203	236	100.0000	114.5631	-14.5631	40	33	63	68	0.3704	0.6563	8.4578	-0.0240	0.0559
55	Williams, Mo	CLE	540.7500	953	941	1106	973	116.0546	103.4006	12.6539	189	149	362	324	0.3684	0.7084	136.2500	251	266	260	274	103.5857	103.0075	0.5781	51	47	101	86	0.3723	0.6824	12.0758	-0.0039	0.0260
59	Salmons, John	CHI	312.7500	600	599	627	682	104.5000	113.8564	-9.3564	97	108	215	213	0.3129	0.6656	58.2500	115	115	131	106	113.9130	92.1739	21.7391	21	16	49	36	0.3684	0.7538	-31.0955	-0.0555	-0.0882
63	Smith, J.R.	DEN	405.5167	794	783	951	851	119.7733	108.6845	11.0888	135	143	272	271	0.3325	0.6554	314.4833	596	604	682	635	114.4295	105.1325	9.2971	96	83	213	206	0.3179	0.7196	1.7917	0.0146	-0.0642
65	Miller, Brad	CHI	185.7833	372	341	399	348	107.2581	102.0528	5.2053	55	56	140	130	0.2973	0.7143	185.2167	343	373	359	440	104.6647	117.9625	-13.2977	63	68	124	119	0.3462	0.6458	18.5030	-0.0489	0.0685
67	Stojakovic, Peja	NOH	162.1167	303	298	269	373	88.7789	125.1678	-36.3889	43	48	89	118	0.2671	0.6496	77.8833	146	153	152	169	104.1096	110.4575	-6.3479	17	19	60	52	0.2464	0.7595	-30.0410	0.0207	-0.1099
68	Bibby, Mike	ATL	389.8000	679	678	705	750	103.8292	110.6195	-6.7903	119	127	216	260	0.3140	0.6297	138.2000	239	236	219	252	91.6318	106.7797	-15.1479	51	47	80	103	0.3312	0.6299	8.3576	-0.0172	-0.0002
69	West, David	NOH	178.4000	330	331	328	413	99.3939	124.7734	-25.3795	40	48	109	116	0.2564	0.6943	61.6000	119	120	93	129	78.1513	107.5000	-29.3487	20	19	40	54	0.2703	0.6780	3.9692	-0.0139	0.0163
70	Paul, Chris	NOH	201.0667	379	378	365	460	96.3061	121.6931	-25.3871	49	55	124	141	0.2579	0.6927	38.9333	70	73	56	82	80.0000	112.3288	-32.3288	11	12	25	29	0.2750	0.6757	6.9417	-0.0171	0.0170
72	Claxton, Speedy	ATL	3.3333	6	6	8	5	133.3333	83.3333	50.0000	4	0	4	1	0.8000	1.0000	524.6667	912	908	916	997	100.4386	109.8018	-9.3632	166	174	292	362	0.3144	0.6266	59.3632	0.4856	0.3734
73	Andersen, Chris	DEN	303.0833	583	586	705	614	120.9262	104.7782	16.1481	117	101	207	201	0.3679	0.6721	416.9167	807	801	928	872	114.9938	108.8639	6.1299	114	125	278	276	0.2923	0.6898	10.0182	0.0756	-0.0177
75	Hart, Jason	DEN	18.8667	37	36	27	39	72.9730	108.3333	-35.3604	6	5	12	13	0.3158	0.7059	701.1333	1353	1351	1606	1447	118.6992	107.1058	11.5933	225	221	473	464	0.3266	0.6816	-46.9537	-0.0108	0.0243
76	Butler, Rasual	NOH	157.5500	294	295	292	364	99.3197	123.3898	-24.0701	43	49	95	108	0.2848	0.6597	82.4500	155	156	129	178	83.2258	114.1026	-30.8768	17	18	54	62	0.2152	0.7500	6.8067	0.0696	-0.0903
83	Bass, Brandon	DAL	191.8000	360	364	419	406	116.3889	111.5385	4.8504	55	49	132	127	0.3022	0.7293	288.2000	543	541	597	619	109.9448	114.4177	-4.4730	86	87	199	178	0.3258	0.6958	9.3234	-0.0236	0.0335
85	Price, Ronnie	UTA	16.0333	30	31	40	37	133.3333	119.3548	13.9785	10	8	11	11	0.4762	0.5789	223.9667	441	440	447	496	101.3605	112.7273	-11.3667	83	63	146	157	0.3458	0.6986	25.3452	0.1304	-0.1197
86	Johnson, Joe	ATL	428.8667	742	737	743	792	100.1348	107.4627	-7.3279	132	155	244	297	0.3077	0.6115	99.1333	176	177	181	210	102.8409	118.6441	-15.8032	38	19	52	66	0.3654	0.7324	8.4753	-0.0577	-0.1209
88	Pachulia, Zaza	ATL	260.1833	442	438	462	479	104.5249	109.3607	-4.8358	93	100	146	171	0.3523	0.5935	267.8167	476	476	462	523	97.0588	109.8739	-12.8151	77	74	150	192	0.2862	0.6696	7.9793	0.0661	-0.0761
93	Foyle, Adonal	ORL	3.8500	10	9	8	11	80.0000	122.2222	-42.2222	0	1	2	3	0.0000	0.6667	1163.1500	2152	2159	2319	2272	107.7602	105.2339	2.5263	351	352	787	784	0.3093	0.6910	-44.7485	-0.3093	-0.0243
94	Smith, Josh	ATL	410.5000	711	708	713	765	100.2813	108.0508	-7.7696	126	142	237	280	0.3103	0.6253	117.5000	207	206	211	237	101.9324	115.0485	-13.1162	44	32	59	83	0.3465	0.6484	5.3466	-0.0362	-0.0231
96	Lue, Tyronn	ORL	3.8500	10	10	11	12	110.0000	120.0000	-10.0000	0	0	2	3	0.0000	1.0000	1163.1500	2152	2158	2316	2271	107.6208	105.2363	2.3845	351	353	787	784	0.3093	0.6904	-12.3845	-0.3093	0.3096
97	Williams, Marvin	ATL	97.3000	179	171	165	181	92.1788	105.8480	-13.6692	27	36	57	72	0.2727	0.6129	430.7000	739	743	759	821	102.7064	110.4980	-7.7916	143	138	239	291	0.3295	0.6340	-5.8776	-0.0568	-0.0211
98	Pietrus, Mickael	ORL	617.7167	1137	1158	1225	1209	107.7397	104.4041	3.3355	202	199	413	411	0.3295	0.6748	549.2833	1025	1010	1102	1074	107.5122	106.3366	1.1756	149	154	376	376	0.2838	0.7094	2.1599	0.0457	-0.0346
103	Fisher, Derek	LAL	608.3500	1153	1159	1279	1184	110.9280	102.1570	8.7710	208	217	413	403	0.3404	0.6556	457.6500	879	873	973	911	110.6940	104.3528	6.3412	156	156	323	315	0.3312	0.6743	2.4298	0.0092	-0.0187
109	Ivey, Royal	PHI	44.6167	84	86	81	81	96.4286	94.1860	2.2425	13	6	31	37	0.2600	0.8378	243.3833	448	445	450	496	100.4464	111.4607	-11.0142	61	80	158	158	0.2785	0.6639	13.2567	-0.0185	0.1739
110	Hinrich, Kirk	CHI	210.3667	410	413	437	449	106.5854	108.7167	-2.1313	71	65	153	140	0.3365	0.7018	160.6333	305	301	321	339	105.2459	112.6246	-7.3787	47	59	111	109	0.3013	0.6529	5.2474	0.0352	0.0489
114	Knight, Brevin	UTA	16.5000	30	30	24	42	80.0000	140.0000	-60.0000	2	9	8	13	0.1333	0.4706	223.5000	441	441	463	491	104.9887	111.3379	-6.3492	91	62	149	155	0.3699	0.7062	-53.6508	-0.2366	-0.2356
118	Chandler, Tyson	NOH	93.5500	171	171	157	220	91.8129	128.6550	-36.8421	18	30	52	68	0.2093	0.6341	146.4500	278	280	264	322	94.9640	115.0000	-20.0360	42	37	97	102	0.2917	0.7239	-16.8061	-0.0824	-0.0898
119	Gordon, Ben	CHI	304.1500	592	583	629	645	106.2500	110.6346	-4.3846	94	107	216	208	0.3113	0.6687	66.8500	123	131	129	143	104.8780	109.1603	-4.2823	24	17	48	41	0.3692	0.7385	-0.1023	-0.0579	-0.0698
125	Thomas, Tim	CHI	15.1167	28	29	27	30	96.4286	103.4483	-7.0197	3	7	10	12	0.2000	0.5882	355.8833	687	685	731	758	106.4047	110.6569	-4.2523	115	117	254	237	0.3267	0.6846	-2.7674	-0.1267	-0.0964
128	Carroll, Matt	DAL	13.6333	23	25	21	26	91.3043	104.0000	-12.6957	4	2	7	10	0.2857	0.7778	466.3667	880	880	995	999	113.0682	113.5227	-0.4545	137	134	324	295	0.3171	0.7074	-12.2412	-0.0314	0.0704
132	Okur, Mehmet	UTA	43.4167	79	79	85	95	107.5949	120.2532	-12.6582	16	16	30	33	0.3265	0.6522	196.5833	392	392	402	438	102.5510	111.7347	-9.1837	77	55	127	135	0.3632	0.6978	-3.4745	-0.0367	-0.0456
136	Kirilenko, Andrei	UTA	136.3167	269	269	271	316	100.7435	117.4721	-16.7286	55	43	82	95	0.3667	0.6560	103.6833	202	202	216	217	106.9307	107.4257	-0.4950	38	28	75	73	0.3423	0.7282	-16.2336	0.0244	-0.0722
137	Collins, Jarron	UTA	35.3500	68	67	72	72	105.8824	107.4627	-1.5803	9	3	23	25	0.2647	0.8846	204.6500	403	404	415	461	102.9777	114.1089	-11.1312	84	68	134	143	0.3700	0.6634	9.5509	-0.1053	0.2212
138	Harpring, Matt	UTA	48.5167	99	97	100	100	101.0101	103.0928	-2.0827	17	20	34	34	0.3333	0.6296	191.4833	372	374	387	433	104.0323	115.7754	-11.7431	76	51	123	134	0.3619	0.7069	9.6604	-0.0286	-0.0773
139	Williams, Deron	UTA	210.7167	420	418	430	466	102.3810	111.4833	-9.1023	84	57	142	150	0.3590	0.7136	29.2833	51	53	57	67	111.7647	126.4151	-14.6504	9	14	15	18	0.3333	0.5172	5.5481	0.0257	0.1964
140	Brown, Devin	NOH	32.6000	62	63	49	75	79.0323	119.0476	-40.0154	5	6	21	23	0.1786	0.7778	207.4000	387	388	372	467	96.1240	120.3608	-24.2368	55	61	128	147	0.2723	0.6772	-15.7786	-0.0937	0.1006
143	O'Neal, Jermaine	MIA	161.7500	284	279	307	292	108.0986	104.6595	3.4391	40	51	108	94	0.2985	0.6792	174.2500	300	307	310	319	103.3333	103.9088	-0.5755	47	59	115	108	0.3032	0.6609	4.0146	-0.0047	0.0183
144	Battie, Tony	ORL	128.3833	237	242	255	264	107.5949	109.0909	-1.4960	39	39	85	74	0.3451	0.6855	1038.6167	1925	1926	2072	2019	107.6364	104.8287	2.8077	312	314	704	713	0.3044	0.6916	-4.3037	0.0407	-0.0061
145	Artest, Ron	HOU	488.0167	880	877	924	931	105.0000	106.1574	-1.1574	141	149	330	318	0.3072	0.6889	135.9833	263	263	265	277	100.7605	105.3232	-4.5627	43	42	99	94	0.3139	0.7021	3.4053	-0.0067	-0.0132
149	Howard, Dwight	ORL	902.7333	1668	1658	1759	1758	105.4556	106.0314	-0.5757	275	282	605	621	0.3069	0.6821	264.2667	494	510	568	525	114.9798	102.9412	12.0386	76	71	184	166	0.3140	0.7216	-12.6143	-0.0071	-0.0395
151	Turkoglu, Hedo	ORL	933.6667	1719	1714	1874	1834	109.0169	107.0012	2.0157	269	273	626	624	0.3012	0.6963	233.3333	443	454	453	449	102.2573	98.8987	3.3587	82	80	163	163	0.3347	0.6708	-1.3430	-0.0335	0.0255
158	Nelson, Jameer	ORL	89.8000	162	161	168	181	103.7037	112.4224	-8.7187	32	27	56	61	0.3441	0.6747	1077.2000	2000	2007	2159	2102	107.9500	104.7334	3.2166	319	326	733	726	0.3053	0.6922	-11.9353	0.0388	-0.0175
163	Evans, Reggie	PHI	36.1500	69	68	57	67	82.6087	98.5294	-15.9207	11	7	27	31	0.2619	0.7941	251.8500	463	463	474	510	102.3758	110.1512	-7.7754	63	79	162	164	0.2775	0.6722	-8.1453	-0.0156	0.1219
166	Allen, Ray	BOS	564.9833	1073	1064	1167	1137	108.7605	106.8609	1.8996	192	174	392	376	0.3380	0.6926	142.0167	272	281	263	293	96.6912	104.2705	-7.5793	29	42	97	113	0.2042	0.6978	9.4789	0.1338	-0.0052
168	Petro, Johan	DEN	26.4500	52	51	50	58	96.1538	113.7255	-17.5716	8	8	16	17	0.3200	0.6667	693.5500	1338	1336	1583	1428	118.3109	106.8862	11.4247	223	218	469	460	0.3265	0.6827	-28.9963	-0.0065	-0.0160
170	Lewis, Rashard	ORL	985.8667	1834	1829	1979	1930	107.9062	105.5221	2.3841	287	299	669	670	0.2999	0.6911	181.1333	328	339	348	353	106.0976	104.1298	1.9678	64	54	120	117	0.3536	0.6897	0.4163	-0.0537	0.0014
174	Murray, Ronald (Flip)	ATL	340.6167	584	585	599	642	102.5685	109.7436	-7.1751	117	109	190	230	0.3372	0.6355	187.3833	334	329	325	360	97.3054	109.4225	-12.1171	53	65	106	133	0.2849	0.6199	4.9420	0.0523	0.0156
178	Singleton, James	DAL	41.4667	76	80	70	108	92.1053	135.0000	-42.8947	14	15	21	29	0.3256	0.5833	438.5333	827	825	946	917	114.3894	111.1515	3.2378	127	121	310	276	0.3151	0.7193	-46.1325	0.0105	-0.1360
186	Bryant, Kobe	LAL	894.8833	1705	1698	1925	1755	112.9032	103.3569	9.5463	307	317	607	604	0.3370	0.6569	171.1167	327	334	327	340	100.0000	101.7964	-1.7964	57	56	129	114	0.3333	0.6973	11.3427	0.0037	-0.0404
187	Odom, Lamar	LAL	702.6333	1345	1345	1538	1368	114.3494	101.7100	12.6394	251	248	486	453	0.3565	0.6621	363.3667	687	687	714	727	103.9301	105.8224	-1.8923	113	125	250	265	0.2989	0.6667	14.5317	0.0576	-0.0046
189	Brown, Kwame	DET	48.3500	80	77	77	99	96.2500	128.5714	-32.3214	15	21	27	27	0.3571	0.5625	143.6500	250	249	235	275	94.0000	110.4418	-16.4418	37	35	85	105	0.2606	0.7083	-15.8796	0.0965	-0.1458
191	Cook, Brian	HOU	32.0000	63	63	54	71	85.7143	112.6984	-26.9841	14	12	18	26	0.3500	0.6000	592.0000	1080	1077	1135	1137	105.0926	105.5710	-0.4784	170	179	411	386	0.3058	0.6966	-26.5057	0.0442	-0.0966
193	Vujacic, Sasha	LAL	246.6333	491	489	520	518	105.9063	105.9305	-0.0242	84	76	177	173	0.3268	0.6996	819.3667	1541	1543	1732	1577	112.3945	102.2035	10.1910	280	297	559	545	0.3394	0.6530	-10.2152	-0.0126	0.0466
194	Bynum, Andrew	LAL	381.2833	721	714	770	739	106.7961	103.5014	3.2947	117	135	269	268	0.3039	0.6658	684.7167	1311	1318	1482	1356	113.0435	102.8832	10.1603	247	238	467	450	0.3544	0.6624	-6.8656	-0.0505	0.0034
197	Gasol, Pau	LAL	885.9333	1677	1682	1881	1735	112.1646	103.1510	9.0136	302	313	607	584	0.3409	0.6598	180.0667	355	350	371	360	104.5070	102.8571	1.6499	62	60	129	134	0.3163	0.6825	7.3637	0.0246	-0.0227
198	Battier, Shane	HOU	495.7000	901	902	942	967	104.5505	107.2062	-2.6557	144	156	339	317	0.3124	0.6848	128.3000	242	238	247	241	102.0661	101.2605	0.8056	40	35	90	95	0.2963	0.7200	-3.4613	0.0161	-0.0352
201	Haslem, Udonis	MIA	203.7833	350	351	387	375	110.5714	106.8376	3.7338	49	60	133	114	0.3006	0.6891	132.2167	234	235	230	236	98.2906	100.4255	-2.1349	38	50	90	88	0.3016	0.6429	5.8687	-0.0010	0.0462
204	Wade, Dwayne	MIA	285.2333	498	498	534	516	107.2289	103.6145	3.6145	79	89	197	170	0.3173	0.6888	50.7667	86	88	83	95	96.5116	107.9545	-11.4429	8	21	26	32	0.2000	0.5532	15.0574	0.1173	0.1356
212	Jones, Dahntay	DEN	264.8167	500	503	554	522	110.8000	103.7773	7.0227	75	75	176	168	0.3086	0.7012	455.1833	890	884	1079	964	121.2360	109.0498	12.1862	156	151	309	309	0.3355	0.6717	-5.1635	-0.0269	0.0295
214	Wright, Dorell	MIA	3.0667	5	5	2	4	40.0000	80.0000	-40.0000	2	1	1	2	0.5000	0.5000	332.9333	579	581	615	607	106.2176	104.4750	1.7426	85	109	222	200	0.2982	0.6707	-41.7426	0.2018	-0.1707
222	Kidd, Jason	DAL	386.3500	736	741	833	834	113.1793	112.5506	0.6287	111	106	275	239	0.3171	0.7218	93.6500	167	164	183	191	109.5808	116.4634	-6.8826	30	30	56	66	0.3125	0.6512	7.5113	0.0046	0.0706
231	Vaughn, Jacque	SAS	21.2500	35	36	40	29	114.2857	80.5556	33.7302	6	2	17	14	0.3000	0.8947	218.7500	398	396	412	453	103.5176	114.3939	-10.8764	57	57	136	155	0.2689	0.7047	44.6066	0.0311	0.1900
239	West, Delonte	CLE	590.6333	1052	1054	1201	1084	114.1635	102.8463	11.3172	199	160	397	356	0.3586	0.7127	86.3667	152	153	165	163	108.5526	106.5359	2.0167	41	36	66	54	0.4316	0.6471	9.3005	-0.0730	0.0656
240	Pierce, Paul	BOS	555.9833	1059	1059	1138	1117	107.4599	105.4769	1.9830	180	159	390	389	0.3163	0.7104	151.0167	286	286	292	313	102.0979	109.4406	-7.3427	41	57	99	100	0.2908	0.6346	9.3257	0.0255	0.0758
244	Marbury, Stephon	BOS	166.0333	321	329	309	345	96.2617	104.8632	-8.6015	38	58	115	122	0.2375	0.6647	540.9667	1024	1016	1121	1085	109.4727	106.7913	2.6813	183	158	374	367	0.3327	0.7030	-11.2828	-0.0952	-0.0383
245	Ariza, Trevor	LAL	689.6667	1299	1308	1447	1348	111.3934	103.0581	8.3353	237	240	469	457	0.3415	0.6615	376.3333	733	724	805	747	109.8226	103.1768	6.6459	127	133	267	261	0.3273	0.6675	1.6894	0.0142	-0.0060
252	Scalabrine, Brian	BOS	245.5667	451	454	493	500	109.3126	110.1322	-0.8195	71	83	157	157	0.3114	0.6542	461.4333	894	891	937	930	104.8098	104.3771	0.4327	150	133	332	332	0.3112	0.7140	-1.2522	0.0002	-0.0598
253	Perkins, Kendrick	BOS	512.1000	954	960	1008	997	105.6604	103.8542	1.8062	164	147	374	357	0.3148	0.7179	194.9000	391	385	422	433	107.9284	112.4675	-4.5391	57	69	115	132	0.3016	0.6250	6.3453	0.0132	0.0929
257	Gooden, Drew	SAS	70.7333	126	127	120	122	95.2381	96.0630	-0.8249	15	8	52	53	0.2206	0.8667	169.2667	307	305	332	360	108.1433	118.0328	-9.8895	48	51	101	116	0.2927	0.6645	9.0646	-0.0721	0.2022
258	Ilgauskas, Zydrunas	CLE	406.8500	731	720	860	736	117.6471	102.2222	15.4248	138	115	281	245	0.3603	0.7096	270.1500	473	487	506	511	106.9767	104.9281	2.0486	102	81	182	165	0.3820	0.6920	13.3762	-0.0217	0.0176
260	James, LeBron	CLE	579.8000	1036	1035	1189	1067	114.7683	103.0918	11.6766	217	162	392	357	0.3780	0.7076	97.2000	168	172	177	180	105.3571	104.6512	0.7060	23	34	71	53	0.3026	0.6762	10.9706	0.0754	0.0314
263	Marshall, Donyell	PHI	50.2833	101	93	110	105	108.9109	112.9032	-3.9923	13	15	34	29	0.3095	0.6939	237.7167	431	438	421	472	97.6798	107.7626	-10.0827	61	71	155	166	0.2687	0.6858	6.0904	0.0408	0.0081
265	Pavlovic, Sasha	CLE	91.3500	172	178	165	168	95.9302	94.3820	1.5482	25	37	71	63	0.2841	0.6574	585.6500	1032	1029	1201	1079	116.3760	104.8591	11.5169	215	159	392	347	0.3826	0.7114	-9.9687	-0.0985	-0.0540
270	Hamilton, Richard	DET	154.1833	266	262	234	308	87.9699	117.5573	-29.5873	37	46	91	111	0.2500	0.6642	37.8167	64	64	78	66	121.8750	103.1250	18.7500	15	10	21	21	0.4167	0.6774	-48.3373	-0.1667	-0.0132
271	Billups, Chauncey	DEN	580.2667	1123	1113	1338	1205	119.1451	108.2659	10.8792	173	181	386	388	0.3084	0.6808	139.7333	267	274	295	281	110.4869	102.5547	7.9321	58	45	99	89	0.3946	0.6875	2.9471	-0.0862	-0.0067
272	Prince, Tayshaun	DET	128.6333	219	218	199	249	90.8676	114.2202	-23.3526	34	37	76	87	0.2810	0.6726	63.3667	111	108	113	125	101.8018	115.7407	-13.9389	18	19	36	45	0.2857	0.6545	-9.4137	-0.0047	0.0181
273	Wallace, Ben	CLE	176.1000	300	306	322	348	107.3333	113.7255	-6.3922	65	45	102	106	0.3801	0.6939	500.9000	904	901	1044	899	115.4867	99.7780	15.7087	175	151	361	304	0.3653	0.7051	-22.1009	0.0148	-0.0112
274	Wallace, Rasheed	DET	121.9833	207	206	181	239	87.4396	116.0194	-28.5798	27	31	72	86	0.2389	0.6990	70.0167	123	120	131	135	106.5041	112.5000	-5.9959	25	25	40	46	0.3521	0.6154	-22.5839	-0.1132	0.0836
275	McDyess, Antonio	DET	135.7167	236	232	215	254	91.1017	109.4828	-18.3811	31	40	88	95	0.2460	0.6875	56.2833	94	94	97	120	103.1915	127.6596	-24.4681	21	16	24	37	0.3621	0.6000	6.0870	-0.1161	0.0875
276	Evans, Maurice	ATL	265.1333	445	450	441	515	99.1011	114.4444	-15.3433	77	90	144	182	0.2973	0.6154	262.8667	473	464	483	487	102.1142	104.9569	-2.8427	93	84	152	181	0.3394	0.6441	-12.5006	-0.0421	-0.0287
280	Maxiell, Jason	DET	63.9000	111	110	115	134	103.6036	121.8182	-18.2146	24	17	30	44	0.3529	0.6383	128.1000	219	216	197	240	89.9543	111.1111	-21.1568	28	39	82	88	0.2414	0.6777	2.9422	0.1115	-0.0394
281	Williams, Louis	PHI	149.0833	283	275	286	285	101.0601	103.6364	-2.5763	43	44	103	101	0.2986	0.7007	138.9167	249	256	245	292	98.3936	114.0625	-15.6689	31	42	86	94	0.2480	0.6719	13.0926	0.0506	0.0288
284	Przybilla, Joel	POR	162.4500	271	281	288	324	106.2731	115.3025	-9.0294	36	44	94	105	0.2553	0.6812	125.5500	232	224	235	231	101.2931	103.1250	-1.8319	31	34	83	91	0.2541	0.7094	-7.1975	0.0012	-0.0282
288	Szczerbiak, Wally	CLE	154.3667	276	276	291	326	105.4348	118.1159	-12.6812	55	49	104	96	0.3642	0.6797	522.6333	928	931	1075	921	115.8405	98.9259	16.9146	185	147	359	314	0.3707	0.7095	-29.5958	-0.0065	-0.0298
297	Ratliff, Theo	PHI	94.2000	171	174	194	177	113.4503	101.7241	11.7262	21	37	59	53	0.2838	0.6146	193.8000	361	357	337	400	93.3518	112.0448	-18.6930	53	49	130	142	0.2718	0.7263	30.4192	0.0120	-0.1117
298	Carter, Anthony	DEN	216.8167	417	426	489	462	117.2662	108.4507	8.8155	90	64	144	149	0.3766	0.6923	503.1833	973	961	1144	1024	117.5745	106.5557	11.0188	141	162	341	328	0.3006	0.6779	-2.2033	0.0760	0.0144
