League	Year	GameDate	GameID	BoxScoreURL	PlayByPlayURL	HomeNameFull	HomeName3	AwayNameFull	AwayName3	HaveBoxScore	HavePlayByPlay	AnalyzedPlayByPlay
NBA	2007-2008	2007-11-02	20071102MIAIND	http://www.nba.com/games/20071102/MIAIND/boxscore.html	http://www.nba.com/games/20071102/MIAIND/playbyplay.html	Indianapolis Pacers	IND	Miami Heat	MIA	NULL	2007-11-03 10:27:55	2008-12-09 13:29:02
NBA	2007-2008	2007-11-02	20071102MILCHA	http://www.nba.com/games/20071102/MILCHA/boxscore.html	http://www.nba.com/games/20071102/MILCHA/playbyplay.html	Charlotte Bobcats	CHA	Milwaukee Bucks	MIL	NULL	2007-11-03 13:12:28	2008-12-09 13:29:08
NBA	2007-2008	2007-11-02	20071102NYKCLE	http://www.nba.com/games/20071102/NYKCLE/boxscore.html	http://www.nba.com/games/20071102/NYKCLE/playbyplay.html	Cleveland Cavaliers	CLE	New York Knicks	NYK	NULL	2007-11-03 10:29:42	2008-12-09 13:29:15
NBA	2007-2008	2007-11-02	20071102PHICHI	http://www.nba.com/games/20071102/PHICHI/boxscore.html	http://www.nba.com/games/20071102/PHICHI/playbyplay.html	Chicago Bulls	CHI	Philadelphia 76ers	PHI	NULL	2007-11-03 10:30:35	2008-12-09 13:29:20
NBA	2007-2008	2007-11-02	20071102PORNOH	http://www.nba.com/games/20071102/PORNOH/boxscore.html	http://www.nba.com/games/20071102/PORNOH/playbyplay.html	New Orleans Hornets	NOH	Portland Trailblazers	POR	NULL	2007-11-03 13:15:34	2008-12-09 13:29:26
NBA	2007-2008	2007-11-02	20071102SACSAS	http://www.nba.com/games/20071102/SACSAS/boxscore.html	http://www.nba.com/games/20071102/SACSAS/playbyplay.html	San Antonio Spurs	SAS	Sacramento Kings	SAC	NULL	2007-11-03 10:32:04	2008-12-09 13:29:31
NBA	2007-2008	2007-11-02	20071102TORNJN	http://www.nba.com/games/20071102/TORNJN/boxscore.html	http://www.nba.com/games/20071102/TORNJN/playbyplay.html	New Jersey Nets	NJN	Toronto Raptors	TOR	NULL	2007-11-03 10:32:47	2008-12-09 13:29:36
NBA	2007-2008	2007-11-02	20071102WASBOS	http://www.nba.com/games/20071102/WASBOS/boxscore.html	http://www.nba.com/games/20071102/WASBOS/playbyplay.html	Boston Celtics	BOS	Washington Wizards	WAS	NULL	2007-11-03 10:33:41	2008-12-09 13:29:40
NBA	2007-2008	2007-11-03	20071103CHIMIL	http://www.nba.com/games/20071103/CHIMIL/boxscore.html	http://www.nba.com/games/20071103/CHIMIL/playbyplay.html	Milwaukee Bucks	MIL	Chicago Bulls	CHI	NULL	2007-11-04 02:28:21	2008-12-09 13:29:48
NBA	2007-2008	2007-11-03	20071103GSWUTA	http://www.nba.com/games/20071103/GSWUTA/boxscore.html	http://www.nba.com/games/20071103/GSWUTA/playbyplay.html	Utah Jazz	UTA	Golden State Warriors	GSW	NULL	2007-11-04 02:34:44	2008-12-09 13:29:54
NBA	2007-2008	2007-11-03	20071103INDMEM	http://www.nba.com/games/20071103/INDMEM/boxscore.html	http://www.nba.com/games/20071103/INDMEM/playbyplay.html	Memphis Grizzlies	MEM	Indianapolis Pacers	IND	NULL	2007-11-04 02:35:22	2008-12-09 13:30:01
NBA	2007-2008	2007-11-03	20071103NJNPHI	http://www.nba.com/games/20071103/NJNPHI/boxscore.html	http://www.nba.com/games/20071103/NJNPHI/playbyplay.html	Philadelphia 76ers	PHI	New Jersey Nets	NJN	NULL	2007-11-03 21:54:05	2008-12-09 13:30:06
NBA	2007-2008	2007-11-03	20071103ORLWAS	http://www.nba.com/games/20071103/ORLWAS/boxscore.html	http://www.nba.com/games/20071103/ORLWAS/playbyplay.html	Washington Wizards	WAS	Orlando Magic	ORL	NULL	2007-11-03 21:54:37	2008-12-09 13:30:09
NBA	2007-2008	2007-11-03	20071103PORHOU	http://www.nba.com/games/20071103/PORHOU/boxscore.html	http://www.nba.com/games/20071103/PORHOU/playbyplay.html	Houston Rockets	HOU	Portland Trailblazers	POR	NULL	2007-11-04 02:35:52	2008-12-09 13:30:14
NBA	2007-2008	2007-11-03	20071103SACDAL	http://www.nba.com/games/20071103/SACDAL/boxscore.html	http://www.nba.com/games/20071103/SACDAL/playbyplay.html	Dallas Maverics	DAL	Sacramento Kings	SAC	NULL	2007-11-04 02:36:27	2008-12-09 13:30:21
NBA	2007-2008	2007-11-04	20071104ATLDET	http://www.nba.com/games/20071104/ATLDET/boxscore.html	http://www.nba.com/games/20071104/ATLDET/playbyplay.html	Detroit Pistons	DET	Atlanta Hawks	ATL	NULL	2007-11-05 06:41:01	2008-12-09 13:30:28
NBA	2007-2008	2007-11-04	20071104BOSTOR	http://www.nba.com/games/20071104/BOSTOR/boxscore.html	http://www.nba.com/games/20071104/BOSTOR/playbyplay.html	Toronto Raptors	TOR	Boston Celtics	BOS	NULL	2007-11-05 06:41:39	2008-12-09 13:30:34
NBA	2007-2008	2007-11-04	20071104CHAMIA	http://www.nba.com/games/20071104/CHAMIA/boxscore.html	http://www.nba.com/games/20071104/CHAMIA/playbyplay.html	Miami Heat	MIA	Charlotte Bobcats	CHA	NULL	2007-11-05 06:42:12	2008-12-09 13:30:37
NBA	2007-2008	2007-11-04	20071104CLEPHX	http://www.nba.com/games/20071104/CLEPHX/boxscore.html	http://www.nba.com/games/20071104/CLEPHX/playbyplay.html	Phoenix Suns	PHX	Cleveland Cavaliers	CLE	NULL	2007-11-05 06:42:44	2008-12-09 13:30:41
NBA	2007-2008	2007-11-04	20071104MINNYK	http://www.nba.com/games/20071104/MINNYK/boxscore.html	http://www.nba.com/games/20071104/MINNYK/playbyplay.html	New York Knicks	NYK	Minnesota Timberwolves	MIN	NULL	2007-11-05 07:09:44	2008-12-09 13:30:48
NBA	2007-2008	2007-11-04	20071104NOHDEN	http://www.nba.com/games/20071104/NOHDEN/boxscore.html	http://www.nba.com/games/20071104/NOHDEN/playbyplay.html	Denver Nuggets	DEN	New Orleans Hornets	NOH	NULL	2007-11-05 06:43:46	2008-12-09 13:30:53
NBA	2007-2008	2007-11-04	20071104SEALAC	http://www.nba.com/games/20071104/SEALAC/boxscore.html	http://www.nba.com/games/20071104/SEALAC/playbyplay.html	Los Angeles Clippers	LAC	Seattle Supersonics	SEA	NULL	2007-11-05 07:10:21	2008-12-09 13:30:57
NBA	2007-2008	2007-11-04	20071104UTALAL	http://www.nba.com/games/20071104/UTALAL/boxscore.html	http://www.nba.com/games/20071104/UTALAL/playbyplay.html	Los Angeles Lakers	LAL	Utah Jazz	UTA	NULL	2007-11-05 06:44:57	2008-12-09 13:31:00
NBA	2007-2008	2007-11-05	20071105HOUDAL	http://www.nba.com/games/20071105/HOUDAL/boxscore.html	http://www.nba.com/games/20071105/HOUDAL/playbyplay.html	Dallas Maverics	DAL	Houston Rockets	HOU	NULL	2007-11-05 23:09:16	2008-12-09 13:31:07
NBA	2007-2008	2007-11-06	20071106ATLNJN	http://www.nba.com/games/20071106/ATLNJN/boxscore.html	http://www.nba.com/games/20071106/ATLNJN/playbyplay.html	New Jersey Nets	NJN	Atlanta Hawks	ATL	NULL	2007-11-06 23:12:37	2008-12-09 13:31:14
NBA	2007-2008	2007-11-06	20071106CLEGSW	http://www.nba.com/games/20071106/CLEGSW/boxscore.html	http://www.nba.com/games/20071106/CLEGSW/playbyplay.html	Golden State Warriors	GSW	Cleveland Cavaliers	CLE	NULL	2007-11-07 07:51:22	2008-12-09 13:31:20
NBA	2007-2008	2007-11-06	20071106DENNYK	http://www.nba.com/games/20071106/DENNYK/boxscore.html	http://www.nba.com/games/20071106/DENNYK/playbyplay.html	New York Knicks	NYK	Denver Nuggets	DEN	NULL	2007-11-06 23:13:19	2008-12-09 13:31:24
NBA	2007-2008	2007-11-06	20071106LACCHI	http://www.nba.com/games/20071106/LACCHI/boxscore.html	http://www.nba.com/games/20071106/LACCHI/playbyplay.html	Chicago Bulls	CHI	Los Angeles Clippers	LAC	NULL	2007-11-06 23:13:53	2008-12-09 13:31:29
NBA	2007-2008	2007-11-06	20071106NOHLAL	http://www.nba.com/games/20071106/NOHLAL/boxscore.html	http://www.nba.com/games/20071106/NOHLAL/playbyplay.html	Los Angeles Lakers	LAL	New Orleans Hornets	NOH	NULL	2007-11-07 01:01:27	2008-12-09 13:31:35
NBA	2007-2008	2007-11-06	20071106ORLMIN	http://www.nba.com/games/20071106/ORLMIN/boxscore.html	http://www.nba.com/games/20071106/ORLMIN/playbyplay.html	Minnesota Timberwolves	MIN	Orlando Magic	ORL	NULL	2007-11-06 23:14:39	2008-12-09 13:31:40
NBA	2007-2008	2007-11-06	20071106PHXCHA	http://www.nba.com/games/20071106/PHXCHA/boxscore.html	http://www.nba.com/games/20071106/PHXCHA/playbyplay.html	Charlotte Bobcats	CHA	Phoenix Suns	PHX	NULL	2007-11-06 23:15:15	2008-12-09 13:31:43
NBA	2007-2008	2007-11-06	20071106SASHOU	http://www.nba.com/games/20071106/SASHOU/boxscore.html	http://www.nba.com/games/20071106/SASHOU/playbyplay.html	Houston Rockets	HOU	San Antonio Spurs	SAS	NULL	2007-11-06 23:15:50	2008-12-09 13:31:49
NBA	2007-2008	2007-11-06	20071106SEASAC	http://www.nba.com/games/20071106/SEASAC/boxscore.html	http://www.nba.com/games/20071106/SEASAC/playbyplay.html	Sacramento Kings	SAC	Seattle Supersonics	SEA	NULL	2007-11-07 00:57:56	2008-12-09 13:31:54
NBA	2007-2008	2007-11-06	20071106TORMIL	http://www.nba.com/games/20071106/TORMIL/boxscore.html	http://www.nba.com/games/20071106/TORMIL/playbyplay.html	Milwaukee Bucks	MIL	Toronto Raptors	TOR	NULL	2007-11-06 23:16:28	2008-12-09 13:31:58
NBA	2007-2008	2007-11-07	20071107CHAPHI	http://www.nba.com/games/20071107/CHAPHI/boxscore.html	http://www.nba.com/games/20071107/CHAPHI/playbyplay.html	Philadelphia 76ers	PHI	Charlotte Bobcats	CHA	NULL	2007-11-07 21:39:48	2008-12-09 13:32:03
NBA	2007-2008	2007-11-07	20071107CLEUTA	http://www.nba.com/games/20071107/CLEUTA/boxscore.html	http://www.nba.com/games/20071107/CLEUTA/playbyplay.html	Utah Jazz	UTA	Cleveland Cavaliers	CLE	NULL	2007-11-08 19:30:38	2008-12-09 13:32:10
NBA	2007-2008	2007-11-07	20071107DENBOS	http://www.nba.com/games/20071107/DENBOS/boxscore.html	http://www.nba.com/games/20071107/DENBOS/playbyplay.html	Boston Celtics	BOS	Denver Nuggets	DEN	NULL	2007-11-07 22:06:04	2008-12-09 13:32:17
NBA	2007-2008	2007-11-07	20071107LACIND	http://www.nba.com/games/20071107/LACIND/boxscore.html	http://www.nba.com/games/20071107/LACIND/playbyplay.html	Indianapolis Pacers	IND	Los Angeles Clippers	LAC	NULL	2007-11-07 21:44:50	2008-12-09 13:32:22
NBA	2007-2008	2007-11-07	20071107MEMSEA	http://www.nba.com/games/20071107/MEMSEA/boxscore.html	http://www.nba.com/games/20071107/MEMSEA/playbyplay.html	Seattle Supersonics	SEA	Memphis Grizzlies	MEM	NULL	2007-11-08 07:00:57	2008-12-09 13:32:28
NBA	2007-2008	2007-11-07	20071107MIASAS	http://www.nba.com/games/20071107/MIASAS/boxscore.html	http://www.nba.com/games/20071107/MIASAS/playbyplay.html	San Antonio Spurs	SAS	Miami Heat	MIA	NULL	2007-11-07 22:40:39	2008-12-09 13:32:33
NBA	2007-2008	2007-11-07	20071107NOHPOR	http://www.nba.com/games/20071107/NOHPOR/boxscore.html	http://www.nba.com/games/20071107/NOHPOR/playbyplay.html	Portland Trailblazers	POR	New Orleans Hornets	NOH	NULL	2007-11-08 07:01:30	2008-12-09 13:32:40
NBA	2007-2008	2007-11-07	20071107ORLTOR	http://www.nba.com/games/20071107/ORLTOR/boxscore.html	http://www.nba.com/games/20071107/ORLTOR/playbyplay.html	Toronto Raptors	TOR	Orlando Magic	ORL	NULL	2007-11-07 21:41:56	2008-12-09 13:32:44
NBA	2007-2008	2007-11-07	20071107PHXATL	http://www.nba.com/games/20071107/PHXATL/boxscore.html	http://www.nba.com/games/20071107/PHXATL/playbyplay.html	Atlanta Hawks	ATL	Phoenix Suns	PHX	NULL	2007-11-07 21:42:33	2008-12-09 13:32:48
NBA	2007-2008	2007-11-08	20071108DALGSW	http://www.nba.com/games/20071108/DALGSW/boxscore.html	http://www.nba.com/games/20071108/DALGSW/playbyplay.html	Golden State Warriors	GSW	Dallas Maverics	DAL	NULL	2007-11-09 07:36:01	2008-12-09 13:32:55
NBA	2007-2008	2007-11-08	20071108DETCHI	http://www.nba.com/games/20071108/DETCHI/boxscore.html	http://www.nba.com/games/20071108/DETCHI/playbyplay.html	Chicago Bulls	CHI	Detroit Pistons	DET	NULL	2007-11-09 07:36:35	2008-12-09 13:32:58
NBA	2007-2008	2007-11-08	20071108WASNJN	http://www.nba.com/games/20071108/WASNJN/boxscore.html	http://www.nba.com/games/20071108/WASNJN/playbyplay.html	New Jersey Nets	NJN	Washington Wizards	WAS	NULL	2007-11-09 07:37:10	2008-12-09 13:33:04
NBA	2007-2008	2007-11-09	20071109ATLBOS	http://www.nba.com/games/20071109/ATLBOS/boxscore.html	http://www.nba.com/games/20071109/ATLBOS/playbyplay.html	Boston Celtics	BOS	Atlanta Hawks	ATL	NULL	2007-11-10 11:09:24	2008-12-09 13:33:09
NBA	2007-2008	2007-11-09	20071109CLESAC	http://www.nba.com/games/20071109/CLESAC/boxscore.html	http://www.nba.com/games/20071109/CLESAC/playbyplay.html	Sacramento Kings	SAC	Cleveland Cavaliers	CLE	NULL	2007-11-10 11:09:52	2008-12-09 13:33:14
NBA	2007-2008	2007-11-09	20071109DENWAS	http://www.nba.com/games/20071109/DENWAS/boxscore.html	http://www.nba.com/games/20071109/DENWAS/playbyplay.html	Washington Wizards	WAS	Denver Nuggets	DEN	NULL	2007-11-10 11:10:20	2008-12-09 13:33:18
NBA	2007-2008	2007-11-09	20071109INDCHA	http://www.nba.com/games/20071109/INDCHA/boxscore.html	http://www.nba.com/games/20071109/INDCHA/playbyplay.html	Charlotte Bobcats	CHA	Indianapolis Pacers	IND	NULL	2007-11-10 11:10:48	2008-12-09 13:33:25
NBA	2007-2008	2007-11-09	20071109LACDET	http://www.nba.com/games/20071109/LACDET/boxscore.html	http://www.nba.com/games/20071109/LACDET/playbyplay.html	Detroit Pistons	DET	Los Angeles Clippers	LAC	NULL	2007-11-10 11:11:17	2008-12-09 13:33:29
NBA	2007-2008	2007-11-09	20071109MEMPOR	http://www.nba.com/games/20071109/MEMPOR/boxscore.html	http://www.nba.com/games/20071109/MEMPOR/playbyplay.html	Portland Trailblazers	POR	Memphis Grizzlies	MEM	NULL	2007-11-10 11:11:47	2008-12-09 13:33:34
NBA	2007-2008	2007-11-09	20071109MILHOU	http://www.nba.com/games/20071109/MILHOU/boxscore.html	http://www.nba.com/games/20071109/MILHOU/playbyplay.html	Houston Rockets	HOU	Milwaukee Bucks	MIL	NULL	2007-11-10 11:12:14	2008-12-09 13:33:38
NBA	2007-2008	2007-11-09	20071109MINLAL	http://www.nba.com/games/20071109/MINLAL/boxscore.html	http://www.nba.com/games/20071109/MINLAL/playbyplay.html	Los Angeles Lakers	LAL	Minnesota Timberwolves	MIN	NULL	2007-11-10 11:12:42	2008-12-09 13:33:41
NBA	2007-2008	2007-11-09	20071109ORLNYK	http://www.nba.com/games/20071109/ORLNYK/boxscore.html	http://www.nba.com/games/20071109/ORLNYK/playbyplay.html	New York Knicks	NYK	Orlando Magic	ORL	NULL	2007-11-10 11:13:14	2008-12-09 13:33:46
NBA	2007-2008	2007-11-09	20071109PHXMIA	http://www.nba.com/games/20071109/PHXMIA/boxscore.html	http://www.nba.com/games/20071109/PHXMIA/playbyplay.html	Miami Heat	MIA	Phoenix Suns	PHX	NULL	2007-11-10 11:13:40	2008-12-09 13:33:51
NBA	2007-2008	2007-11-09	20071109SASNOH	http://www.nba.com/games/20071109/SASNOH/boxscore.html	http://www.nba.com/games/20071109/SASNOH/playbyplay.html	New Orleans Hornets	NOH	San Antonio Spurs	SAS	NULL	2007-11-10 11:14:04	2008-12-09 13:33:57
NBA	2007-2008	2007-11-09	20071109TORPHI	http://www.nba.com/games/20071109/TORPHI/boxscore.html	http://www.nba.com/games/20071109/TORPHI/playbyplay.html	Philadelphia 76ers	PHI	Toronto Raptors	TOR	NULL	2007-11-10 11:14:34	2008-12-09 13:34:03
NBA	2007-2008	2007-11-09	20071109UTASEA	http://www.nba.com/games/20071109/UTASEA/boxscore.html	http://www.nba.com/games/20071109/UTASEA/playbyplay.html	Seattle Supersonics	SEA	Utah Jazz	UTA	NULL	2007-11-10 11:15:03	2008-12-09 13:34:09
NBA	2007-2008	2007-11-10	20071110BOSNJN	http://www.nba.com/games/20071110/BOSNJN/boxscore.html	http://www.nba.com/games/20071110/BOSNJN/playbyplay.html	New Jersey Nets	NJN	Boston Celtics	BOS	NULL	2007-11-11 10:45:02	2008-12-09 13:34:15
NBA	2007-2008	2007-11-10	20071110DALPOR	http://www.nba.com/games/20071110/DALPOR/boxscore.html	http://www.nba.com/games/20071110/DALPOR/playbyplay.html	Portland Trailblazers	POR	Dallas Maverics	DAL	NULL	2007-11-11 10:45:44	2008-12-09 13:34:21
NBA	2007-2008	2007-11-10	20071110DENIND	http://www.nba.com/games/20071110/DENIND/boxscore.html	http://www.nba.com/games/20071110/DENIND/playbyplay.html	Indianapolis Pacers	IND	Denver Nuggets	DEN	NULL	2007-11-11 10:46:31	2008-12-09 13:34:26
NBA	2007-2008	2007-11-10	20071110MEMUTA	http://www.nba.com/games/20071110/MEMUTA/boxscore.html	http://www.nba.com/games/20071110/MEMUTA/playbyplay.html	Utah Jazz	UTA	Memphis Grizzlies	MEM	NULL	2007-11-11 10:47:07	2008-12-09 13:34:31
NBA	2007-2008	2007-11-10	20071110MINSAC	http://www.nba.com/games/20071110/MINSAC/boxscore.html	http://www.nba.com/games/20071110/MINSAC/playbyplay.html	Sacramento Kings	SAC	Minnesota Timberwolves	MIN	NULL	2007-11-11 10:47:35	2008-12-09 13:34:37
NBA	2007-2008	2007-11-10	20071110PHXORL	http://www.nba.com/games/20071110/PHXORL/boxscore.html	http://www.nba.com/games/20071110/PHXORL/playbyplay.html	Orlando Magic	ORL	Phoenix Suns	PHX	NULL	2007-11-11 10:48:00	2008-12-09 13:34:42
NBA	2007-2008	2007-11-10	20071110TORCHI	http://www.nba.com/games/20071110/TORCHI/boxscore.html	http://www.nba.com/games/20071110/TORCHI/playbyplay.html	Chicago Bulls	CHI	Toronto Raptors	TOR	NULL	2007-11-11 10:48:28	2008-12-09 13:34:45
NBA	2007-2008	2007-11-11	20071111CLELAC	http://www.nba.com/games/20071111/CLELAC/boxscore.html	http://www.nba.com/games/20071111/CLELAC/playbyplay.html	Los Angeles Clippers	LAC	Cleveland Cavaliers	CLE	NULL	2007-11-12 00:08:49	2008-12-09 13:34:51
NBA	2007-2008	2007-11-11	20071111DETSEA	http://www.nba.com/games/20071111/DETSEA/boxscore.html	http://www.nba.com/games/20071111/DETSEA/playbyplay.html	Seattle Supersonics	SEA	Detroit Pistons	DET	NULL	2007-11-12 00:09:36	2008-12-09 13:34:58
NBA	2007-2008	2007-11-11	20071111HOUCHA	http://www.nba.com/games/20071111/HOUCHA/boxscore.html	http://www.nba.com/games/20071111/HOUCHA/playbyplay.html	Charlotte Bobcats	CHA	Houston Rockets	HOU	NULL	2007-11-11 22:31:55	2008-12-09 13:35:03
NBA	2007-2008	2007-11-11	20071111MIANYK	http://www.nba.com/games/20071111/MIANYK/boxscore.html	http://www.nba.com/games/20071111/MIANYK/playbyplay.html	New York Knicks	NYK	Miami Heat	MIA	NULL	2007-11-11 22:32:21	2008-12-09 13:35:06
NBA	2007-2008	2007-11-11	20071111MILSAS	http://www.nba.com/games/20071111/MILSAS/boxscore.html	http://www.nba.com/games/20071111/MILSAS/playbyplay.html	San Antonio Spurs	SAS	Milwaukee Bucks	MIL	NULL	2007-11-11 22:32:47	2008-12-09 13:35:11
NBA	2007-2008	2007-11-11	20071111NOHPHI	http://www.nba.com/games/20071111/NOHPHI/boxscore.html	http://www.nba.com/games/20071111/NOHPHI/playbyplay.html	Philadelphia 76ers	PHI	New Orleans Hornets	NOH	NULL	2007-11-11 22:33:10	2008-12-09 13:35:16
NBA	2007-2008	2007-11-11	20071111WASATL	http://www.nba.com/games/20071111/WASATL/boxscore.html	http://www.nba.com/games/20071111/WASATL/playbyplay.html	Atlanta Hawks	ATL	Washington Wizards	WAS	NULL	2007-11-11 22:33:40	2008-12-09 13:35:21
NBA	2007-2008	2007-11-12	20071112CLEDEN	http://www.nba.com/games/20071112/CLEDEN/boxscore.html	http://www.nba.com/games/20071112/CLEDEN/playbyplay.html	Denver Nuggets	DEN	Cleveland Cavaliers	CLE	NULL	2007-11-12 23:39:31	2008-12-09 13:35:27
NBA	2007-2008	2007-11-12	20071112NOHNJN	http://www.nba.com/games/20071112/NOHNJN/boxscore.html	http://www.nba.com/games/20071112/NOHNJN/playbyplay.html	New Jersey Nets	NJN	New Orleans Hornets	NOH	NULL	2007-11-12 23:40:00	2008-12-09 13:35:31
NBA	2007-2008	2007-11-12	20071112SACUTA	http://www.nba.com/games/20071112/SACUTA/boxscore.html	http://www.nba.com/games/20071112/SACUTA/playbyplay.html	Utah Jazz	UTA	Sacramento Kings	SAC	NULL	2007-11-12 23:40:32	2008-12-09 13:35:36
NBA	2007-2008	2007-11-13	20071113BOSIND	http://www.nba.com/games/20071113/BOSIND/boxscore.html	http://www.nba.com/games/20071113/BOSIND/playbyplay.html	Indianapolis Pacers	IND	Boston Celtics	BOS	NULL	2007-11-14 00:28:46	2008-12-09 13:35:43
NBA	2007-2008	2007-11-13	20071113DETPOR	http://www.nba.com/games/20071113/DETPOR/boxscore.html	http://www.nba.com/games/20071113/DETPOR/playbyplay.html	Portland Trailblazers	POR	Detroit Pistons	DET	NULL	2007-11-14 00:29:16	2008-12-09 13:35:50
NBA	2007-2008	2007-11-13	20071113HOUMEM	http://www.nba.com/games/20071113/HOUMEM/boxscore.html	http://www.nba.com/games/20071113/HOUMEM/playbyplay.html	Memphis Grizzlies	MEM	Houston Rockets	HOU	NULL	2007-11-14 00:29:48	2008-12-09 13:35:55
